secid,date,ticker,close,cfadj,shrout
143439,20101231,TSLA,26.63,1,93271
143439,20110103,TSLA,26.62,1,93271
143439,20110104,TSLA,26.67,1,93271
143439,20110105,TSLA,26.83,1,93271
143439,20110106,TSLA,27.88,1,93271
143439,20110107,TSLA,28.24,1,93271
143439,20110110,TSLA,28.45,1,93271
143439,20110111,TSLA,26.96,1,93271
143439,20110112,TSLA,26.96,1,93271
143439,20110113,TSLA,26.22,1,93271
143439,20110114,TSLA,25.75,1,93271
143439,20110118,TSLA,25.64,1,93271
143439,20110119,TSLA,24.03,1,93271
143439,20110120,TSLA,22.62,1,93271
143439,20110121,TSLA,23.04,1,93271
143439,20110124,TSLA,24.49,1,93271
143439,20110125,TSLA,24.68,1,93271
143439,20110126,TSLA,24.75,1,93271
143439,20110127,TSLA,24.92,1,93271
143439,20110128,TSLA,24.01,1,93271
143439,20110131,TSLA,24.1,1,93271
143439,20110201,TSLA,23.91,1,93271
143439,20110202,TSLA,23.94,1,93271
143439,20110203,TSLA,23.63,1,93271
143439,20110204,TSLA,23.46,1,93271
143439,20110207,TSLA,23.07,1,93271
143439,20110208,TSLA,24.49,1,93271
143439,20110209,TSLA,23.21,1,93271
143439,20110210,TSLA,23.215,1,93271
143439,20110211,TSLA,23.25,1,93271
143439,20110214,TSLA,23.08,1,93271
143439,20110215,TSLA,22.84,1,93271
143439,20110216,TSLA,24.73,1,93271
143439,20110217,TSLA,23.6,1,93271
143439,20110218,TSLA,23.18,1,93271
143439,20110222,TSLA,21.87,1,93271
143439,20110223,TSLA,21.83,1,93271
143439,20110224,TSLA,22.53,1,93271
143439,20110225,TSLA,23.61,1,93271
143439,20110228,TSLA,23.89,1,93271
143439,20110301,TSLA,23.94,1,93271
143439,20110302,TSLA,24.02,1,93271
143439,20110303,TSLA,24.36,1,93271
143439,20110304,TSLA,24.95,1,93271
143439,20110307,TSLA,24.94,1,95335
143439,20110308,TSLA,24.66,1,95335
143439,20110309,TSLA,24.72,1,95335
143439,20110310,TSLA,24.01,1,95335
143439,20110311,TSLA,24.07,1,95335
143439,20110314,TSLA,23.25,1,95335
143439,20110315,TSLA,22.95,1,95335
143439,20110316,TSLA,22.82,1,95335
143439,20110317,TSLA,22.81,1,95335
143439,20110318,TSLA,22.96,1,95335
143439,20110321,TSLA,22.73,1,95335
143439,20110322,TSLA,22.19,1,95335
143439,20110323,TSLA,22.21,1,95335
143439,20110324,TSLA,22.33,1,95335
143439,20110325,TSLA,22.75,1,95335
143439,20110328,TSLA,23.25,1,95335
143439,20110329,TSLA,23.92,1,95335
143439,20110330,TSLA,23.71,1,95335
143439,20110331,TSLA,27.75,1,95335
143439,20110401,TSLA,26.66,1,95335
143439,20110404,TSLA,25.83,1,95335
143439,20110405,TSLA,26.7,1,95335
143439,20110406,TSLA,26.49,1,95335
143439,20110407,TSLA,27.24,1,95335
143439,20110408,TSLA,26.49,1,95335
143439,20110411,TSLA,25.27,1,95335
143439,20110412,TSLA,24.65,1,95568
143439,20110413,TSLA,24.93,1,95568
143439,20110414,TSLA,25.14,1,95568
143439,20110415,TSLA,25.58,1,95568
143439,20110418,TSLA,25.03,1,95568
143439,20110419,TSLA,25.16,1,95568
143439,20110420,TSLA,25.75,1,95568
143439,20110421,TSLA,26.74,1,95568
143439,20110425,TSLA,26.39,1,95568
143439,20110426,TSLA,26.93,1,95568
143439,20110427,TSLA,27.08,1,95568
143439,20110428,TSLA,27.66,1,95568
143439,20110429,TSLA,27.6,1,95568
143439,20110502,TSLA,27.45,1,95568
143439,20110503,TSLA,26.87,1,95568
143439,20110504,TSLA,26.69,1,95568
143439,20110505,TSLA,26.44,1,95568
143439,20110506,TSLA,27.12,1,95568
143439,20110509,TSLA,27.91,1,95568
143439,20110510,TSLA,28.33,1,95568
143439,20110511,TSLA,27.07,1,95568
143439,20110512,TSLA,27.67,1,95568
143439,20110513,TSLA,27.55,1,95568
143439,20110516,TSLA,26.6,1,95568
143439,20110517,TSLA,25.96,1,95633
143439,20110518,TSLA,26.35,1,95633
143439,20110519,TSLA,28.2,1,95633
143439,20110520,TSLA,27.97,1,95633
143439,20110523,TSLA,26.82,1,95633
143439,20110524,TSLA,26.72,1,95633
143439,20110525,TSLA,28.98,1,95633
143439,20110526,TSLA,29.48,1,95633
